Date,SPY Put/Call Ratio,SPY Put Volume,SPY Call Volume,Total SPY Options Volume
4/5/16,1.71,462337,270930,733267
4/6/16,1.78,488186,273590,761776
4/7/16,1.56,568776,365374,934150
4/8/16,1.9,583173,306277,889450
4/11/16,1.65,442406,268837,711243
4/12/16,1.43,439135,306927,746062
4/13/16,1.05,591555,563531,1155086
4/14/16,1.15,652522,566377,1218899
4/15/16,1.78,614376,345668,960044
4/18/16,1.93,464814,240951,705765
4/19/16,1.21,609118,502711,1111829
4/20/16,1.61,951057,590368,1541425
4/21/16,1.6,610078,381638,991716
4/22/16,2.06,671934,326076,998010
4/25/16,1.49,372711,250564,623275
4/26/16,1.42,363178,255393,618571
4/27/16,1.52,485359,318662,804021
4/28/16,1.52,552885,363649,916534
4/29/16,1.65,884981,537897,1422878
5/2/16,1.5,342324,227673,569997
5/3/16,1.99,570835,286825,857660
5/4/16,1.28,599377,467447,1066824
5/5/16,2.01,564601,280431,845032
5/6/16,1.72,819710,475669,1295379
5/9/16,2.36,432894,183664,616558
5/10/16,1.55,593815,383914,977729
5/11/16,1.84,657576,356890,1014466
5/12/16,1.97,556179,282524,838703
5/13/16,2.08,719482,346463,1065945
5/16/16,1.43,457099,319626,776725
5/17/16,1.58,651355,412091,1063446
5/18/16,1.61,770399,478260,1248659
5/19/16,1.86,917745,493876,1411621
5/20/16,1.5,662266,440569,1102835
5/23/16,1.99,582556,293163,875719
5/24/16,1.6,782438,490285,1272723
5/25/16,1.21,699398,578386,1277784
5/26/16,1.53,601891,393811,995702
5/27/16,1.51,675694,446828,1122522
5/31/16,1.7,771157,453232,1224389
6/1/16,1.71,705686,413351,1119037
6/2/16,1.48,532326,360359,892685
6/3/16,1.29,755008,584524,1339532
6/6/16,1.52,742674,489723,1232397
6/7/16,1.24,741548,598463,1340011
6/8/16,1.39,560169,402244,962413
6/9/16,1.56,543939,348061,892000
6/10/16,1.78,812123,455308,1267431
6/13/16,2.01,782198,389241,1171439
6/14/16,2.06,951893,462942,1414835
6/15/16,2.32,962192,414174,1376366
6/16/16,1.88,998495,529840,1528335
6/17/16,1.92,891012,463144,1354156
6/20/16,1.79,666496,373035,1039531
6/21/16,2.09,780302,373217,1153519
6/22/16,1.54,841106,546273,1387379
6/23/16,1.81,815955,450992,1266947
6/24/16,2.02,1453818,720750,2174568
6/27/16,1.56,1317964,843796,2161760
6/28/16,1.54,1030103,668173,1698276
6/29/16,1.6,1197790,747298,1945088
6/30/16,1.54,1253489,811693,2065182
7/1/16,1.79,970321,541260,1511581
7/5/16,2.2,745175,338910,1084085
7/6/16,1.64,727611,442861,1170472
7/7/16,1.44,692448,482490,1174938
7/8/16,1.03,975363,943202,1918565
7/11/16,0.98,815180,835478,1650658
7/12/16,1.08,869858,808355,1678213
7/13/16,1.23,650390,527134,1177524
7/14/16,0.92,782196,846927,1629123
7/15/16,1.57,740652,472181,1212833
7/18/16,1.47,623780,423310,1047090
7/19/16,1.58,492177,311167,803344
7/20/16,1.18,863611,730049,1593660
7/21/16,1.66,568146,342463,910609
7/22/16,1.67,645516,386869,1032385
7/25/16,1.37,509429,372164,881593
7/26/16,1.42,405430,284899,690329
7/27/16,1.38,529026,383963,912989
7/28/16,1.42,712362,500676,1213038
7/29/16,1.64,843575,513601,1357176
8/1/16,1.84,571530,311366,882896
8/2/16,1.59,592310,372001,964311
8/3/16,2.05,479452,233905,713357
8/4/16,1.69,475477,280945,756422
8/5/16,1.47,904559,615767,1520326
8/8/16,1.43,591667,413190,1004857
8/9/16,1.59,510331,321186,831517
8/10/16,1.5,568505,379127,947632
8/11/16,1.57,529780,337239,867019
8/12/16,1.38,581738,420507,1002245
8/15/16,1.34,589156,440703,1029859
8/16/16,1.56,644833,413138,1057971
8/17/16,1.57,712116,454815,1166931
8/18/16,1.5,565163,376927,942090
8/19/16,1.83,711116,388457,1099573
8/22/16,1.51,508590,335949,844539
8/23/16,1.45,597497,411191,1008688
8/24/16,1.53,744318,487994,1232312
8/25/16,1.88,646075,344321,990396
8/26/16,1.53,865412,565116,1430528
8/29/16,1.45,592849,407752,1000601
8/30/16,1.63,619229,379478,998707
8/31/16,2.21,745257,337666,1082923
9/1/16,2.08,689843,331340,1021183
9/2/16,2.16,843061,390174,1233235
9/6/16,1.45,700638,484858,1185496
9/7/16,2.07,724475,350128,1074603
9/8/16,1.88,682940,364143,1047083
9/9/16,2.04,1436824,705554,2142378
9/12/16,1.44,1191102,827291,2018393
9/13/16,1.65,831481,505205,1336686
9/14/16,1.51,840196,555329,1395525
9/15/16,1.56,771292,494751,1266043
9/16/16,1.63,901128,552775,1453903
9/19/16,1.65,604994,365907,970901
9/20/16,1.53,518987,340174,859161
9/21/16,1.94,1026175,529095,1555270
9/22/16,1.73,1041212,601856,1643068
9/23/16,2.11,879662,416607,1296269
9/26/16,1.78,712461,400177,1112638
9/27/16,1.66,601373,361246,962619
9/28/16,1.45,619819,426629,1046448
9/29/16,1.8,881446,489364,1370810
9/30/16,1.69,776345,458399,1234744
10/3/16,1.97,606728,308035,914763
10/4/16,1.62,641198,397002,1038200
10/5/16,1.74,467048,267993,735041
10/6/16,1.9,515209,271754,786963
10/7/16,1.85,778738,421600,1200338
10/10/16,1.67,609545,365785,975330
10/11/16,1.64,887503,539881,1427384
10/12/16,1.95,731054,375314,1106368
10/13/16,1.55,765153,494623,1259776
10/14/16,1.69,757288,447734,1205022
10/17/16,1.65,567441,344373,911814
10/18/16,1.48,684639,463394,1148033
10/19/16,1.57,740025,470432,1210457
10/20/16,1.46,661046,452834,1113880
10/21/16,1.96,873516,445291,1318807
10/24/16,2.22,586137,263491,849628
10/25/16,2.03,528680,260628,789308
10/26/16,1.43,561572,391786,953358
10/27/16,1.48,626043,423775,1049818
10/28/16,1.83,887234,484537,1371771
10/31/16,1.81,613390,338203,951593
11/1/16,1.95,902846,462656,1365502
11/2/16,1.63,855849,524366,1380215
11/3/16,1.87,992063,529812,1521875
11/4/16,1.99,1205847,605009,1810856
11/7/16,1.78,1022098,573939,1596037
11/8/16,2.14,1097807,513038,1610845
11/9/16,1.55,1416756,916089,2332845
11/10/16,1.33,1070805,807937,1878742
11/11/16,1.86,941099,505643,1446742
11/14/16,1.24,832827,674252,1507079
11/15/16,1.35,712244,528787,1241031
11/16/16,1.18,813866,687627,1501493
11/17/16,1.14,722037,634440,1356477
11/18/16,1.43,778315,544344,1322659
11/21/16,1.26,701045,556439,1257484
11/22/16,1.49,759805,508661,1268466
11/23/16,1.42,624906,440059,1064965
11/25/16,1.1,564992,512045,1077037
11/28/16,1.63,568415,348872,917287
11/29/16,1.66,544942,328761,873703
11/30/16,1.26,706061,558685,1264746
12/1/16,1.46,560148,384851,944999
12/2/16,1.26,615379,487803,1103182
12/5/16,1.21,544941,450221,995162
12/6/16,1.16,522861,451240,974101
12/7/16,0.91,828439,906404,1734843
12/8/16,0.89,872282,985257,1857539
12/9/16,1.08,837914,772896,1610810
12/12/16,1.22,691943,568428,1260371
12/13/16,0.81,712087,876054,1588141
12/14/16,1.29,824075,637351,1461426
12/15/16,1.17,706439,605088,1311527
12/16/16,1.4,837288,596013,1433301
12/19/16,1.47,521521,355558,877079
12/20/16,1.29,496777,384664,881441
12/21/16,1.76,596307,338630,934937
12/22/16,1.29,583304,452770,1036074
12/23/16,1.54,343899,223107,567006
12/27/16,1.23,315426,255860,571286
12/28/16,1.49,545804,365477,911281
12/29/16,1.62,485024,298819,783843
12/30/16,1.34,668273,498199,1166472
1/3/17,1.58,790217,499819,1290036
1/4/17,1.18,571185,483221,1054406
1/5/17,1.66,561945,338802,900747
1/6/17,1.52,769739,506356,1276095
1/9/17,1.84,557314,303553,860867
1/10/17,1.8,544988,303557,848545
1/11/17,1.59,641771,403926,1045697
1/12/17,1.52,657592,433264,1090856
1/13/17,1.54,689870,446726,1136596
1/17/17,1.64,724254,442641,1166895
1/18/17,1.76,906371,515944,1422315
1/19/17,1.6,669047,418489,1087536
1/20/17,2.12,769989,363664,1133653
1/23/17,1.57,705962,448234,1154196
1/24/17,1.09,455784,416936,872720
1/25/17,0.97,783499,803629,1587128
1/26/17,1.76,527907,299973,827880
1/27/17,1.59,655498,412361,1067859
1/30/17,1.88,793200,422380,1215580
1/31/17,1.78,622363,349502,971865
2/1/17,1.62,578767,357314,936081
2/2/17,2.21,597905,270782,868687
2/3/17,1.91,864317,451649,1315966
2/6/17,1.61,726648,450758,1177406
2/7/17,1.66,492228,296967,789195
2/8/17,1.21,514984,427214,942198
2/9/17,1.34,708354,530485,1238839
2/10/17,1.21,784777,648102,1432879
2/13/17,1.17,838882,717068,1555950
2/14/17,1.16,760308,653789,1414097
2/15/17,1.39,1096044,787866,1883910
2/16/17,1.65,839062,508405,1347467
2/17/17,1.76,746968,424123,1171091
2/21/17,1.15,860151,750030,1610181
2/22/17,1.47,721114,490045,1211159
2/23/17,1.26,591525,468299,1059824
2/24/17,1.7,838551,493194,1331745
2/27/17,1.6,691643,431915,1123558
2/28/17,1.54,689475,447109,1136584
3/1/17,1.15,1135565,984174,2119739
3/2/17,1.64,816700,498922,1315622
3/3/17,1.56,803151,515639,1318790
3/6/17,1.43,656246,457349,1113595
3/7/17,1.69,517385,305657,823042
3/8/17,1.62,670613,413545,1084158
3/9/17,2.07,640775,309655,950430
3/10/17,1.94,730841,376526,1107367
3/13/17,1.49,672934,450550,1123484
3/14/17,1.72,576660,334982,911642
3/15/17,1.42,726611,511469,1238080
3/16/17,1.51,739264,489645,1228909
3/17/17,2.54,850790,335121,1185911
3/20/17,2.04,674218,329934,1004152
3/21/17,1.9,828695,435904,1264599
3/22/17,1.99,1035252,521419,1556671
3/23/17,1.65,683465,414400,1097865
3/24/17,2.59,863169,333500,1196669
3/27/17,1.71,795307,464509,1259816
3/28/17,1.33,646323,484722,1131045
3/29/17,1.81,550367,303919,854286
3/30/17,1.78,653135,366658,1019793
3/31/17,2,844246,422387,1266633
4/3/17,2.07,641470,309924,951394
4/4/17,1.65,410296,248046,658342
4/5/17,1.65,798368,482408,1280776
4/6/17,1.91,502592,262889,765481
4/7/17,2.35,732558,311708,1044266
4/10/17,1.93,547644,284243,831887
4/11/17,1.57,658092,420166,1078258
4/12/17,1.83,653665,357681,1011346
4/13/17,1.8,925168,513630,1438798
4/17/17,1.3,620227,475646,1095873
4/18/17,1.27,530018,417759,947777
4/19/17,1.7,831352,489094,1320446
4/20/17,1.52,823181,540835,1364016
4/21/17,2.52,840910,333883,1174793
4/24/17,1.93,956085,496509,1452594
4/25/17,1.22,921956,756596,1678552
4/26/17,1.38,591856,427583,1019439
4/27/17,2.04,591198,289112,880310
4/28/17,1.74,697517,400445,1097962
5/1/17,1.51,543681,359614,903295
5/2/17,1.64,519349,317030,836379
5/3/17,2.1,673798,320112,993910
5/4/17,1.73,406642,234759,641401
5/5/17,2.02,738679,366511,1105190
5/8/17,1.82,687196,376690,1063886
5/9/17,1.66,662680,399791,1062471
5/10/17,1.95,565521,289826,855347
5/11/17,1.55,621668,401830,1023498
5/12/17,2.05,669447,326489,995936
5/15/17,1.44,643874,446429,1090303
5/16/17,1.79,571562,319079,890641
5/17/17,2.29,1318933,575406,1894339
5/18/17,1.75,1007917,574479,1582396
5/19/17,1.93,765631,396639,1162270
5/22/17,2,530843,265246,796089
5/23/17,1.62,554356,343245,897601
5/24/17,1.63,565214,346040,911254
5/25/17,1.45,747805,517059,1264864
5/26/17,2.05,560634,273431,834065
5/30/17,2.23,594322,266633,860955
5/31/17,1.68,620812,369972,990784
6/1/17,1.48,767674,518456,1286130
6/2/17,1.47,935461,635574,1571035
6/5/17,1.42,525483,369889,895372
6/6/17,1.62,472688,291304,763992
6/7/17,2.45,656880,268508,925388
6/8/17,1.49,482034,322668,804702
6/9/17,1.61,927770,577394,1505164
6/12/17,2.14,601824,281670,883494
6/13/17,1.43,589379,412159,1001538
6/14/17,1.67,769244,461037,1230281
6/15/17,1.82,792780,434919,1227699
6/16/17,2.17,730051,335872,1065923
6/19/17,1.51,592875,392477,985352
6/20/17,1.67,591122,354513,945635
6/21/17,2.87,697844,242966,940810
6/22/17,1.81,521606,288616,810222
6/23/17,2.32,618025,266325,884350
6/26/17,1.78,577721,324424,902145
6/27/17,1.57,631259,403253,1034512
6/28/17,2.07,597068,288488,885556
6/29/17,2.27,865927,381261,1247188
6/30/17,2.23,697457,313262,1010719
7/3/17,2.16,359903,166842,526745
7/5/17,2.1,589183,279904,869087
7/6/17,1.8,709949,395409,1105358
7/7/17,1.84,748335,406447,1154782
7/10/17,1.7,656606,385623,1042229
7/11/17,2.15,503242,234093,737335
7/12/17,1.54,580139,376336,956475
7/13/17,1.56,482965,308842,791807
7/14/17,1.46,785659,538406,1324065
7/17/17,1.57,602292,384656,986948
7/18/17,1.38,532444,386115,918559
7/19/17,1.4,746157,534340,1280497
7/20/17,1.3,739714,567402,1307116
7/21/17,1.82,699592,384791,1084383
7/24/17,1.81,471174,261011,732185
7/25/17,1.33,565869,426301,992170
7/26/17,1.67,691506,415303,1106809
7/27/17,2.14,697566,326165,1023731
7/28/17,2.36,691058,293024,984082
7/31/17,1.99,647074,325468,972542
8/1/17,1.58,559228,354031,913259
8/2/17,2.21,649634,294002,943636
8/3/17,2.39,531829,222316,754145
8/4/17,1.94,828456,427554,1256010
8/7/17,1.89,538590,284350,822940
8/8/17,2.06,690644,335964,1026608
8/9/17,2.44,862767,353820,1216587
8/10/17,2.08,1073599,516930,1590529
8/11/17,2.69,1049749,390239,1439988
8/14/17,1.99,823266,414452,1237718
8/15/17,2.16,722311,334475,1056786
8/16/17,2.24,1192888,532598,1725486
8/17/17,2.06,1054483,510933,1565416
8/18/17,2.1,1162029,552924,1714953
8/21/17,2.12,725690,342719,1068409
8/22/17,1.88,857787,456093,1313880
8/23/17,1.84,655922,356924,1012846
8/24/17,1.95,513840,263376,777216
8/25/17,2.16,709137,327701,1036838
8/28/17,1.81,622412,343134,965546
8/29/17,1.62,567180,350939,918119
8/30/17,1.62,653784,402514,1056298
8/31/17,1.65,856740,517723,1374463
9/1/17,1.9,724759,380948,1105707
9/5/17,2.31,1011373,437992,1449365
9/6/17,1.78,683855,383210,1067065
9/7/17,2.3,590174,256829,847003
9/8/17,2.41,821474,340329,1161803
9/11/17,1.43,933755,653848,1587603
9/12/17,1.33,863620,647210,1510830
9/13/17,1.99,693229,348735,1041964
9/14/17,1.66,835002,503364,1338366
9/15/17,2.46,964035,392542,1356577
9/18/17,1.49,807712,542949,1350661
9/19/17,1.32,550516,416407,966923
9/20/17,1.92,916566,477093,1393659
9/21/17,1.65,582011,352402,934413
9/22/17,2.44,641504,263407,904911
9/25/17,1.82,751545,413473,1165018
9/26/17,2.09,549677,263026,812703
9/27/17,1.7,852118,500383,1352501
9/28/17,1.3,551676,423225,974901
9/29/17,1.82,894140,490423,1384563
10/2/17,1.4,946701,675340,1622041
10/3/17,1.2,602854,501649,1104503
10/4/17,1.52,964091,632480,1596571
10/5/17,1.22,950578,781356,1731934
10/6/17,1.44,777813,541087,1318900
10/9/17,2.35,656268,278778,935046
10/10/17,1.34,578450,430534,1008984
10/11/17,2.43,636854,262117,898971
10/12/17,1.79,738302,411318,1149620
10/13/17,2.08,695023,334065,1029088
10/16/17,2.02,819675,406586,1226261
10/17/17,1.42,582569,411313,993882
10/18/17,1.54,765250,496859,1262109
10/19/17,1.62,724608,447685,1172293
10/20/17,1.55,1060647,684225,1744872
10/23/17,1.75,859774,492630,1352404
10/24/17,1.91,593744,311059,904803
10/25/17,2.48,1153156,464898,1618054
10/26/17,2.17,562696,258813,821509
10/27/17,1.41,897620,638577,1536197
10/30/17,1.76,748411,424083,1172494
10/31/17,2.11,590975,279462,870437
11/1/17,1.56,817521,523026,1340547
11/2/17,1.84,630121,341693,971814
11/3/17,1.82,958149,525312,1483461
11/6/17,1.62,750336,462072,1212408
11/7/17,1.67,858530,514702,1373232
11/8/17,2.19,660170,301795,961965
11/9/17,1.85,1077622,582788,1660410
11/10/17,2.72,1043011,384029,1427040
11/13/17,1.75,716253,408968,1125221
11/14/17,1.86,833229,448081,1281310
11/15/17,1.87,1053335,562874,1616209
11/16/17,1.74,868773,500096,1368869
11/17/17,1.96,971703,497022,1468725
11/20/17,1.67,786218,469827,1256045
11/21/17,1.21,974216,806929,1781145
11/22/17,2.34,848791,362526,1211317
11/24/17,2.1,503984,240369,744353
11/27/17,1.63,853782,524440,1378222
11/28/17,1.13,896144,791688,1687832
11/29/17,1.38,942999,685695,1628694
11/30/17,1.21,1236713,1020031,2256744
12/1/17,1.76,1302462,740523,2042985
12/4/17,1.42,898105,632838,1530943
12/5/17,1.95,726759,372660,1099419
12/6/17,1.55,723508,467575,1191083
12/7/17,1.84,698221,378711,1076932
12/8/17,1.53,874263,572800,1447063
12/11/17,1.47,695423,472622,1168045
12/12/17,1.32,866768,655644,1522412
12/13/17,1.42,772813,546037,1318850
12/14/17,1.46,949392,650619,1600011
12/15/17,1.57,994590,632796,1627386
12/18/17,1.35,826839,611705,1438544
12/19/17,1.74,759582,436778,1196360
12/20/17,1.88,766678,408881,1175559
12/21/17,1.51,596555,394214,990769
12/22/17,2.08,662999,318471,981470
12/26/17,1.63,488855,299722,788577
12/27/17,1.92,582769,304255,887024
12/28/17,2.22,604918,272071,876989
12/29/17,2.37,903661,381347,1285008
1/2/18,2.12,799064,376884,1175948
1/3/18,1.24,840038,675053,1515091
1/4/18,1.09,792958,729025,1521983
1/5/18,1.76,1045724,593766,1639490
1/8/18,1.5,794383,529919,1324302
1/9/18,1.42,759514,534417,1293931
1/10/18,2.07,789930,382186,1172116
1/11/18,1.09,825862,759683,1585545
1/12/18,1.34,1104737,823837,1928574
1/16/18,1.31,1160649,886625,2047274
1/17/18,1.4,1338760,956158,2294918
1/18/18,1.32,947911,718644,1666555
1/19/18,1.89,820149,432919,1253068
1/22/18,1.52,882008,580181,1462189
1/23/18,0.92,816606,884634,1701240
1/24/18,1.36,935659,690379,1626038
1/25/18,1.72,675912,392903,1068815
1/26/18,1.44,1058747,735453,1794200
1/29/18,1.33,897493,675266,1572759
1/30/18,1.44,878687,609918,1488605
1/31/18,1.53,811480,530360,1341840
2/1/18,1.81,754347,416477,1170824
2/2/18,2.26,1483142,656424,2139566
2/5/18,2.75,1969851,715659,2685510
2/6/18,2.7,2011137,743578,2754715
2/7/18,1.96,1230465,628735,1859200
2/8/18,2.36,1344164,568891,1913055
2/9/18,2.49,2288531,919911,3208442
2/12/18,1.83,1179247,645594,1824841
2/13/18,1.91,1031071,540073,1571144
2/14/18,1.63,1201544,738441,1939985
2/15/18,1.3,985434,758652,1744086
2/16/18,1.41,1144853,812957,1957810
2/20/18,2.13,762640,358299,1120939
2/21/18,1.84,839477,456663,1296140
2/22/18,1.8,716435,398735,1115170
2/23/18,1.55,992868,640271,1633139
2/26/18,1.37,976437,711861,1688298
2/27/18,1.54,972734,630690,1603424
2/28/18,1.86,877830,472718,1350548
3/1/18,2.14,1261248,589068,1850316
3/2/18,2.08,1128133,542600,1670733
3/5/18,1.69,970195,574357,1544552
3/6/18,1.53,575035,375984,951019
3/7/18,2.08,767863,369752,1137615
3/8/18,1.22,485154,399281,884435
3/9/18,1.12,1161684,1036415,2198099
3/12/18,1.31,854255,653248,1507503
3/13/18,1.35,771894,570578,1342472
3/14/18,1.48,856201,580017,1436218
3/15/18,1.34,766891,571923,1338814
3/16/18,1.61,901433,558501,1459934
3/19/18,1.87,1123001,599689,1722690
3/20/18,1.25,653360,522093,1175453
3/21/18,2.53,896072,354300,1250372
3/22/18,1.86,1202293,645380,1847673
3/23/18,2.48,1539241,620767,2160008
3/26/18,1.98,1163020,586634,1749654
3/27/18,1.6,943784,590962,1534746
3/28/18,1.83,1195756,654428,1850184
3/29/18,1.38,1086833,788682,1875515
4/2/18,1.75,1116063,639014,1755077
4/3/18,1.44,812646,563304,1375950
4/4/18,1.75,788596,450427,1239023
4/5/18,1.58,737680,466504,1204184
4/6/18,1.5,1062749,706817,1769566
4/9/18,1.5,804803,535384,1340187
4/10/18,1.52,649448,427279,1076727
4/11/18,1.85,935232,505331,1440563
4/12/18,1.54,780870,506619,1287489
4/13/18,1.49,892193,600303,1492496
4/16/18,1.55,878464,565562,1444026
4/17/18,1.42,1073194,753846,1827040
4/18/18,2.06,1037892,503376,1541268
4/19/18,1.43,799485,560828,1360313
4/20/18,1.66,722796,436509,1159305
4/23/18,1.89,511360,270126,781486
4/24/18,1.78,955440,535690,1491130
4/25/18,1.68,875231,521398,1396629
4/26/18,1.56,619585,397478,1017063
4/27/18,1.91,620534,324113,944647
4/30/18,1.67,691854,415395,1107249
5/1/18,1.7,699109,410445,1109554
5/2/18,1.43,650767,453831,1104598
5/3/18,1.4,967414,693412,1660826
5/4/18,1.63,837895,514052,1351947
5/7/18,1.58,603369,381758,985127
5/8/18,1.51,526314,349675,875989
5/9/18,1.26,809256,640226,1449482
5/10/18,1.15,798856,696364,1495220
5/11/18,1.47,1009552,688592,1698144
5/14/18,1.38,761317,551736,1313053
5/15/18,1.73,770581,444602,1215183
5/16/18,2.05,708504,345178,1053682
5/17/18,1.35,680775,504848,1185623
5/18/18,1.98,620697,313403,934100
5/21/18,1.4,604472,430695,1035167
5/22/18,1.33,593626,446708,1040334
5/23/18,1.45,712760,491969,1204729
5/24/18,1.63,660801,406070,1066871
5/25/18,2.08,643957,309718,953675
5/29/18,1.81,948417,523081,1471498
5/30/18,1.65,700407,423961,1124368
5/31/18,1.67,767494,458691,1226185
6/1/18,1.88,686338,365447,1051785
6/4/18,1.48,585998,394710,980708
6/5/18,1.66,535001,322133,857134
6/6/18,1.44,805272,557578,1362850
6/7/18,1.45,851845,585501,1437346
6/8/18,1.67,638272,382148,1020420
6/11/18,1.17,738143,633025,1371168
6/12/18,1.28,723986,566824,1290810
6/13/18,1.19,611733,516217,1127950
6/14/18,1.33,689652,517171,1206823
6/15/18,1.96,934419,477667,1412086
6/18/18,1.6,817830,511002,1328832
6/19/18,1.81,625357,345095,970452
6/20/18,2.08,880493,423247,1303740
6/21/18,1.68,673259,399571,1072830
6/22/18,2.08,701741,337572,1039313
6/25/18,2.12,1108333,521850,1630183
6/26/18,1.8,677027,375196,1052223
6/27/18,1.64,811144,496108,1307252
6/28/18,1.5,773330,515222,1288552
6/29/18,2.21,823009,371571,1194580
7/2/18,1.44,585908,406036,991944
7/3/18,1.96,472693,241735,714428
7/5/18,1.69,591108,350150,941258
7/6/18,1.76,751835,427387,1179222
7/9/18,1.56,898448,574253,1472701
7/10/18,1.56,766875,490965,1257840
7/11/18,1.71,566391,330573,896964
7/12/18,1.25,710539,570372,1280911
7/13/18,1.37,773783,564789,1338572
7/16/18,1.94,745331,383830,1129161
7/17/18,1.38,721855,521409,1243264
7/18/18,1.47,783009,532857,1315866
7/19/18,1.57,809378,514749,1324127
7/20/18,2.18,752391,345161,1097552
7/23/18,1.96,595709,304301,900010
7/24/18,1.44,712585,495036,1207621
7/25/18,1.22,740332,606454,1346786
7/26/18,0.93,602570,648209,1250779
7/27/18,1.93,864002,447861,1311863
7/30/18,1.88,769213,410067,1179280
7/31/18,1.63,660411,406208,1066619
8/1/18,2.02,595156,294939,890095
8/2/18,2.15,652397,302783,955180
8/3/18,1.87,806920,431802,1238722
8/6/18,1.35,674792,498547,1173339
8/7/18,1.31,723377,553966,1277343
8/8/18,1.33,675478,507557,1183035
8/9/18,1.32,539537,408203,947740
8/10/18,2.17,1147389,529133,1676522
8/13/18,2.64,855407,324419,1179826
8/14/18,2.48,561619,226665,788284
8/15/18,1.79,1167242,651957,1819199
8/16/18,1.8,852294,472884,1325178
8/17/18,1.81,917607,507785,1425392
8/20/18,1.81,710757,392048,1102805
8/21/18,1.15,740613,646478,1387091
8/22/18,1.54,771386,501062,1272448
8/23/18,1.36,547123,401335,948458
8/24/18,2.09,843236,404369,1247605
8/27/18,0.99,918061,929068,1847129
8/28/18,1.2,824289,684526,1508815
8/29/18,0.91,746036,818314,1564350
8/30/18,1.29,839475,652559,1492034
8/31/18,1.77,825737,467044,1292781
9/4/18,1.56,726764,464471,1191235
9/5/18,1.57,801461,510339,1311800
9/6/18,1.87,882000,470926,1352926
9/7/18,2.27,954079,420920,1374999
9/10/18,2.47,754604,305972,1060576
9/11/18,1.8,669694,372674,1042368
9/12/18,1.83,761583,416703,1178286
9/13/18,1.78,812965,456312,1269277
9/14/18,1.73,870404,502949,1373353
9/17/18,1.75,802554,458078,1260632
9/18/18,1.6,703649,440351,1144000
9/19/18,2.39,838593,350423,1189016
9/20/18,1.6,1337539,837461,2175000
9/21/18,1.68,1067725,635802,1703527
9/24/18,1.89,864249,457220,1321469
9/25/18,2.04,589966,289385,879351
9/26/18,1.71,688739,403422,1092161
9/27/18,2.22,885386,398439,1283825
9/28/18,2.13,958057,450217,1408274
10/1/18,1.65,728253,441363,1169616
10/2/18,1.96,513930,262294,776224
10/3/18,1.63,711395,437193,1148588
10/4/18,2.11,1192188,565056,1757244
10/5/18,2.17,1131250,521446,1652696
10/8/18,1.75,999583,571215,1570798
10/9/18,1.88,628969,334930,963899
10/10/18,1.9,1777815,935724,2713539
10/11/18,2.46,2104206,855703,2959909
10/12/18,2.12,1600828,755451,2356279
10/15/18,1.63,1013876,621066,1634942
10/16/18,1.57,1114539,711315,1825854
10/17/18,2.24,1193254,533186,1726440
10/18/18,1.74,1111645,637704,1749349
10/19/18,1.8,1031211,573326,1604537
10/22/18,1.74,881179,506505,1387684
10/23/18,1.45,1237681,851376,2089057
10/24/18,1.86,1227405,659025,1886430
10/25/18,1.42,1326761,935466,2262227
10/26/18,2.21,1638137,740093,2378230
10/29/18,1.81,1213345,671916,1885261
10/30/18,1.66,1217530,733579,1951109
10/31/18,1.33,1048745,785929,1834674
11/1/18,1.43,766330,537508,1303838
11/2/18,1.34,856235,636990,1493225
11/5/18,1.63,811866,499118,1310984
11/6/18,1.29,666501,516499,1183000
11/7/18,1.44,1259483,877256,2136739
11/8/18,1.52,782174,513240,1295414
11/9/18,1.44,911437,632990,1544427
11/12/18,1.41,885809,629948,1515757
11/13/18,1.41,907955,644034,1551989
11/14/18,1.91,1073694,563222,1636916
11/15/18,1.42,1061706,745796,1807502
11/16/18,1.43,948055,664824,1612879
11/19/18,1.47,870832,592235,1463067
11/20/18,1.25,1058543,845331,1903874
11/21/18,1.85,996592,538004,1534596
11/23/18,1.69,641715,380802,1022517
11/26/18,1.57,1148375,730560,1878935
11/27/18,1.4,772566,550275,1322841
11/28/18,1.18,950968,809169,1760137
11/29/18,1.18,771575,653760,1425335
11/30/18,1.09,978527,896879,1875406
12/3/18,1.46,915618,626448,1542066
12/4/18,1.57,1343879,855466,2199345
12/6/18,1.77,1321158,745576,2066734
12/7/18,1.9,1383416,727325,2110741
12/10/18,1.38,1310756,952035,2262791
12/11/18,1.49,865877,582103,1447980
12/12/18,1.51,1061216,704798,1766014
12/13/18,1.36,740537,544910,1285447
12/14/18,1.7,1285705,757496,2043201
12/17/18,1.82,1389444,762469,2151913
12/18/18,1.61,1237985,766691,2004676
12/19/18,1.89,1723252,909543,2632795
12/20/18,2.04,1973115,966684,2939799
12/21/18,2.06,1730160,841424,2571584
12/24/18,1.9,1233797,651066,1884863
12/26/18,1.77,1485004,840229,2325233
12/27/18,1.25,1108632,889621,1998253
12/28/18,1.28,1029718,806581,1836299
12/31/18,1.34,931812,697301,1629113
1/2/19,1.57,1166433,742831,1909264
1/3/19,1.75,966551,551831,1518382
1/4/19,1.43,1105177,775459,1880636
1/7/19,1.62,756053,465318,1221371
1/8/19,1.59,897810,566393,1464203
1/9/19,1.39,792543,570474,1363017
1/10/19,1.62,850812,525459,1376271
1/11/19,1.74,1042203,598834,1641037
1/14/19,1.56,604569,387326,991895
1/15/19,1.55,906510,584332,1490842
